Fair-Trade Score,Panel Test,PackagingDatumTijdEind,Gewichtscontrole,Roosterprofiel,Cyclustijd,GrindingApparaat,Opmerkingen,Batchnr,GrindingDatumTijdEind,GrindingID,LeverancierLevertijd,Koffieboon,Registratiedatum,Benuttingsgraad,Voorraadniveaus,FillingID,Duurzaamheid Score,GrindingDatumTijdStart,FillingApparaat,PackagingApparaat,Cost,FillingDatumTijdStart,PackagingDatumTijdStart,PackagingID,ProcessTime,Herkomst,Audit van Leverancier,CO2-Footprint,Klantretourpercentage,Risicokwalificatie,FillingDatumTijdEind,Klanttevredenheid,Leveranciersbeoordeling,Laatste Audit,Defectpercentage,Energieverbruik
52,Voldoet niet,2021-01-20 19:54:23.491332,0.75 kg,Medium-Donker,4.58 uur,Grinder 3,Geen,6921,2021-01-20 17:47:58.865041,2149,21 dagen,Robusta,2021-08-07,79.97%,300 units,4014,60,2021-01-20 17:13:07,Filling Machine 4,Packager 1,528.76 euros,2021-01-20 18:30:42.220519,2021-01-20 19:35:49.996505,8514,4.58 hours,Haïti,Goedgekeurd,3.42 kg CO2/kg,1.18%,Hoog,2021-01-20 18:41:43.001162,3,7.0,2022-05-03,4.06%,193.0 kWh
34,Voldoet,2023-01-31 15:14:46.309909,1.34 kg,Licht,4.52 uur,Grinder 2,Geen,8312,2023-01-31 13:05:23.654419,9999,10 dagen,Arabica,2021-11-22,59.30%,200 units,9229,55,2023-01-31 12:42:49,Filling Machine 3,Packager 5,526.20 euros,2023-01-31 13:37:45.839016,2023-01-31 14:49:52.940802,4658,4.52 hours,Jamaica,Herziening vereist,4.63 kg CO2/kg,1.40%,Hoog,2023-01-31 13:55:07.117976,5,5.0,2022-05-01,2.82%,288.0 kWh
42,Voldoet niet,2022-01-01 05:17:01.751516,1.10 kg,Medium,5.73 uur,Grinder 5,Geen,5505,2022-01-01 02:52:16.871244,4125,12 dagen,Robusta,2023-10-22,67.32%,200 units,586,98,2022-01-01 02:36:32,Filling Machine 4,Packager 2,586.47 euros,2022-01-01 03:14:37.891112,2022-01-01 04:42:22.995406,1264,5.73 hours,Guatemala,Herziening vereist,8.60 kg CO2/kg,0.02%,Hoog,2022-01-01 03:41:29.359380,4,4.0,2024-04-15,1.80%,238.0 kWh
45,Voldoet niet,2023-07-15 08:12:29.563388,0.78 kg,Medium,3.82 uur,Grinder 2,Geen,8306,2023-07-15 06:00:04.607931,7285,12 dagen,Liberica,2023-05-06,88.31%,300 units,7153,41,2023-07-15 05:52:34,Filling Machine 1,Packager 2,491.02 euros,2023-07-15 06:33:18.474366,2023-07-15 07:48:01.419549,2699,3.82 hours,Bolivia,Goedgekeurd,1.23 kg CO2/kg,1.45%,Matig,0000-00-00 00:00:00,4,7.0,2023-09-06,2.31%,259.0 kWh
38,Voldoet,2023-03-12 10:40:13.122174,1.22 kg,Medium,4.27 uur,Grinder 4,Geen,2718,2023-03-12 08:54:21.565226,6609,15 dagen,Arabica,2023-03-12,71.17%,NaN,9736,20,2023-03-12 08:37:37,Filling Machine 3,Packager 2,513.61 euros,2023-03-12 09:27:53.932387,2023-03-12 10:21:22.000654,2641,4.27 hours,Jemen,Afgekeurd,6.35 kg CO2/kg,1.03%,Hoog,2023-03-12 09:41:56.967085,5,5.0,2024-01-09,3.43%,258.0 kWh
49,Voldoet,2020-08-31 21:17:34.757173,,Medium-Donker,4.06 uur,Grinder 3,Herziening vereist,7609,2020-08-31 19:42:41.557024,1328,14 dagen,Excelsa,2022-11-18,71.33%,400 units,4696,54,2020-08-31 19:08:13,Filling Machine 3,Packager 4,503.08 euros,2020-08-31 20:07:16.539063,31-02-2025 25:61:61,4950,4.06 hours,Filipijnen,Goedgekeurd,6.47 kg CO2/kg,0.54%,Matig,2020-08-31 20:17:26.989589,3,5.0,2023-01-29,0.00%,223.0 kWh
56,Voldoet,2021-04-02 18:46:29.119024,0.88 kg,Licht,4.79 uur,Grinder 3,Geen,1935,2021-04-02 16:20:04.367077,2568,13 dagen,Robusta,2021-02-24,69.10%,,7256,65,2021-04-02 16:01:45,Filling Machine 4,Packager 4,539.58 euros,2021-04-02 16:39:05.974776,2021-04-02 18:17:06.330492,9146,4.79 hours,Democratische Republiek Congo,Goedgekeurd,2.66 kg CO2/kg,1.16%,Matig,2021-04-02 17:06:22.977962,3,6.0,2021-08-13,1.23%,278.0 kWh
29,Voldoet niet,2020-05-12 18:43:13.415319,0.79 kg,Medium-Donker,4.07 uur,Grinder 1,Geen,1069,2020-05-12 16:25:09.693052,704,23 dagen,Excelsa,2023-04-21,88.84%,ERROR,3085,46,2020-05-12 16:01:02,Filling Machine 5,Packager 3,503.42 euros,2020-05-12 16:49:39.973758,2020-05-12 18:16:51.451633,7141,4.07 hours,Uganda,Goedgekeurd,5.57 kg CO2/kg,0.52%,Matig,2020-05-12 16:56:14.865960,7,2.0,2023-11-09,1.92%,285.0 kWh
43,Voldoet gedeeltelijk,2022-06-05 04:20:53.766596,,Medium,3.27 uur,Grinder 4,Geen,4422,2022-06-05 02:14:28.489839,5039,24 dagen,Arabica,2023-08-24,81.15%,500 units,5880,66,2022-06-05 01:55:53,Filling Machine 5,Packager 3,463.38 euros,2022-06-05 02:26:38.085624,2022-06-05 03:51:45.297617,4254,3.27 hours,Tanzania,Herziening vereist,2.84 kg CO2/kg,0.18%,Hoog,2022-06-05 02:45:01.326601,999,6.0,2024-02-11,2.33%,260.0 kWh
28,Voldoet,2023-03-09 05:25:25.242277,0.76 kg,Licht,3.99 uur,Grinder 2,Geen,1025,2023-03-09 03:32:40.055086,6596,5 dagen,Excelsa,2021-05-11,55.63%,200 units,2956,40,2023-03-09 02:56:06,Filling Machine 5,Packager 5,499.65 euros,2023-03-09 04:02:52.509859,2023-03-09 05:10:08.864030,1373,3.99 hours,Ethiopië,Afgekeurd,7.18 kg CO2/kg,1.04%,Kritiek,2023-03-09 04:06:52.699950,4,3.0,2021-12-06,2.54%,206.0 kWh
57,Voldoet,2023-06-08 06:01:09.039364,0.94 kg,Medium,4.00 uur,Grinder 4,Geen,9165,2023-06-08 04:22:03.244266,7092,12 dagen,Excelsa,2023-06-08,60.55%,NaN,4233,54,2023-06-08 04:03:05,Filling Machine 2,Packager 4,499.88 euros,2023-06-08 04:41:23.643045,2023-06-08 05:42:09.921787,7410,4.00 hours,Vietnam,Goedgekeurd,3.32 kg CO2/kg,0.78%,Laag,2023-06-08 04:55:31.440368,4,4.0,,3.58%,onbekend
50,Voldoet,2021-11-18 06:54:29.409517,0.84 kg,Medium-Donker,4.33 uur,Grinder 3,Herziening vereist,5781,2021-11-18 04:22:30.453354,3868,14 dagen,Arabica,2023-05-17,77.18%,500 units,8880,58,2021-11-18 04:18:41,Filling Machine 3,Packager 3,516.36 euros,2021-11-18 04:52:07.452558,2021-11-18 06:23:40.680083,208,4.33 hours,Kameroen,Goedgekeurd,6.56 kg CO2/kg,1.06%,Laag,2021-11-18 05:08:49.747830,4,7.0,2023-12-31,1.31%,247.0 kWh
62,Voldoet,2022-10-20 18:34:04.384768,1.06 kg,Medium-Donker,3.12 uur,Grinder 4,Geen,6876,2022-10-20 16:16:16.521456,5805,14 dagen,Robusta,2023-07-13,70.23%,300 units,3898,23,2022-10-20 15:52:22,Filling Machine 1,Packager 2,455.92 euros,2022-10-20 16:43:10.049694,2022-10-20 17:45:01.523379,3698,3.12 hours,Zambia,Goedgekeurd,6.93 kg CO2/kg,1.25%,Laag,2022-10-20 16:50:19.269168,4,2.0,2024-05-08,1.29%,275.0 kWh
81,Voldoet,2022-06-28 03:31:31.907431,1.19 kg,Medium,4.66 uur,Grinder 4,Geen,4268,2022-06-28 00:57:09.866079,5179,14 dagen,Arabica,2022-10-21,58.54%,200 units,1185,42,2022-06-28 00:44:03,Filling Machine 3,Packager 1,532.82 euros,2022-06-28 01:12:40.321325,2022-06-28 03:00:24.559716,200,4.66 hours,Ivoorkust,Goedgekeurd,4.63 kg CO2/kg,1.23%,Matig,2022-06-28 01:32:05.592257,1,3.0,2023-03-17,2.88%,331.0 kWh
61,Voldoet,2020-02-17 10:59:48.994146,0.87 kg,Medium-Donker,5.35 uur,Grinder 5,Geen,5051,2020-02-17 08:51:50.013794,267,9 dagen,Robusta,2023-07-07,92.37%,200 units,7877,57,31-02-2025 25:61:61,Filling Machine 2,Packager 4,567.56 euros,2020-02-17 09:26:16.063777,2020-02-17 10:19:41.290989,5298,5.35 hours,El Salvador,Goedgekeurd,6.82 kg CO2/kg,1.05%,Laag,2020-02-17 09:37:13.999007,3,5.0,2024-06-14,2.41%,275.0 kWh
80,Voldoet,2021-02-02 10:51:49.919635,0.98 kg,Medium,4.75 uur,Grinder 2,Uitstekende kwaliteit,8764,2021-02-02 09:13:57.624133,2223,11 dagen,Arabica,2022-08-15,77.95%,500 units,7089,71,2021-02-02 09:01:34,Filling Machine 1,Packager 3,537.58 euros,2021-02-02 09:42:06.561806,2021-02-02 10:31:03.539349,248,4.75 hours,Guatemala,Goedgekeurd,4.70 kg CO2/kg,1.23%,Laag,2021-02-02 09:57:00.327672,6,5.0,2023-01-06,1.37%,abc kWh
48,Voldoet,2022-03-29 03:52:15.341654,0.83 kg,Medium,4.53 uur,Grinder 4,Herziening vereist,1722,2022-03-29 01:39:06.675891,4670,17 dagen,Robusta,,87.65%,100 units,9229,70,2022-03-29 01:07:39,Filling Machine 1,Packager 2,526.68 euros,2022-03-29 02:12:20.544104,2022-03-29 03:38:14.228443,7924,4.53 hours,El Salvador,Herziening vereist,5.79 kg CO2/kg,1.21%,Hoog,2022-03-29 02:29:21.247191,7,1.0,2022-06-24,1.48%,330.0 kWh
61,Voldoet gedeeltelijk,2021-08-01 01:08:09.021782,1.06 kg,Medium,5.85 uur,Grinder 2,Geen,6666,2021-07-31 23:16:14.279753,3256,13 dagen,Arabica,2021-12-11,79.48%,400 units,5185,18,2021-07-31 22:53:25,Filling Machine 1,Packager 3,592.28 euros,2021-07-31 23:37:48.961904,2021-08-01 00:58:46.416988,5730,5.85 hours,Panama,Goedgekeurd,8.63 kg CO2/kg,0.28%,Hoog,2021-07-31 23:48:57.242480,4,4.0,2022-04-29,1.83%,171.0 kWh
49,Voldoet,2022-10-07 08:54:27.484623,1.04 kg,Medium-Donker,4.52 uur,Grinder 1,Geen,5188,2022-10-07 06:32:50.683932,5740,11 dagen,Robusta,2021-06-22,84.93%,300 units,1400,50,2022-10-07 06:15:16,Filling Machine 5,Packager 3,526.16 euros,2022-10-07 06:59:36.199622,2022-10-07 08:07:59.872420,2668,500 hours,Colombia,Goedgekeurd,,2.00%,Matig,2022-10-07 07:15:46.949430,5,4.0,2022-01-12,2.63%,408.0 kWh
77,Voldoet,2023-01-24 00:36:44.981191,1.05 kg,Medium-Donker,onbekend,Grinder 1,Geen,4190,2023-01-23 22:09:56.805574,6359,20 dagen,Excelsa,2020-03-19,81.96%,100 units,9664,48,2023-01-23 21:54:44,Filling Machine 4,Onbekend apparaat,-100.0,2023-01-23 22:44:20.924041,2023-01-24 00:00:08.462721,1994,3.29 hours,Jemen,Herziening vereist,5.96 kg CO2/kg,0.69%,Zeer Hoog,2023-01-23 23:01:54.578257,4,7.0,2020-06-06,2.50%,379.0 kWh
32,Voldoet gedeeltelijk,2020-01-11 09:57:09.232648,0.94 kg,Medium,4.61 uur,Grinder 5,Geen,4887,2020-01-11 07:25:33.111326,53,9 dagen,Robusta,,74.87%,400 units,5226,50,2020-01-11 07:02:28,Filling Machine 3,Packager 4,530.60 euros,2020-01-11 07:59:01.494651,2020-01-11 09:27:17.462660,2496,4.61 hours,Nicaragua,Herziening vereist,4.79 kg CO2/kg,1.10%,Matig,2020-01-11 08:10:17.104493,3,7.0,2021-02-14,0.97%,null
42,Voldoet,2023-07-19 08:58:46.984202,1.18 kg,Medium-Donker,3.13 uur,Grinder 1,Geen,3639,2023-07-19 06:07:32.587974,7312,18 dagen,Robusta,2021-05-25,85.83%,300 units,5179,49,2023-07-19 05:45:33,Filling Machine 5,Packager 3,456.30 euros,2023-07-19 06:29:12.973375,2023-07-19 08:31:52.125945,5148,3.13 hours,Ivoorkust,Afgekeurd,6.40 kg CO2/kg,1.05%,Hoog,2023-07-19 06:48:44.600207,6,3.0,2021-11-29,3.73%,387.0 kWh
34,Voldoet niet,2020-11-19 17:24:32.428538,0.91 kg,Medium,4.57 uur,Grinder 1,Geen,9317,onbekend,1796,13 dagen,Arabica,2021-05-29,77.66%,500 units,2935,25,2020-11-19 14:02:22,Filling Machine 4,Packager 1,528.68 euros,2020-11-19 14:52:37.067838,2020-11-19 16:57:27.190238,9020,4.57 hours,Malawi,Herziening vereist,8.38 kg CO2/kg,1.33%,Matig,2020-11-19 15:01:29.832027,5,3.0,2021-12-03,1.85%,401.0 kWh
13,Voldoet niet,2023-06-25 00:09:45.503604,0.99 kg,Licht,4.17 uur,Grinder 3,Geen,7559,2023-06-24 21:09:14.726863,7178,24 dagen,Robusta,2020-10-11,71.95%,100 units,6755,53,2023-06-24 20:54:58,Filling Machine 1,Packager 2,508.55 euros,2023-06-24 21:23:19.424309,2023-06-24 23:31:03.739770,7767,4.17 hours,Puerto Rico,Goedgekeurd,5.13 kg CO2/kg,2.00%,Matig,2023-06-24 21:30:55.766611,4,5.0,2021-05-20,2.39%,231.0 kWh
45,Voldoet,2021-11-23 02:41:13.277559,0.99 kg,Medium-Donker,3.89 uur,Grinder 1,Uitstekende kwaliteit,7957,2021-11-22 23:50:46.605392,3904,20 dagen,Excelsa,2022-10-30,56.15%,300 units,1739,32,2021-11-22 23:37:00,Filling Machine 3,Packager 4,494.63 euros,2021-11-23 00:27:39.164966,2021-11-23 02:22:09.876260,1657,3.89 hours,Ethiopië,Afgekeurd,4.40 kg CO2/kg,1.28%,Zeer Hoog,2021-11-23 00:47:04.880355,5,6.0,2023-07-07,3.40%,335.0 kWh
20,Voldoet gedeeltelijk,2023-10-20 17:33:20.854673,1.02 kg,Medium,5.31 uur,Grinder 1,Geen,1501,2023-10-20 14:47:34.871489,XXXX,15 dagen,Robusta,2023-08-25,80.26%,200 units,8012,68,2023-10-20 14:30:40,Filling Machine 1,Packager 5,565.71 euros,2023-10-20 15:16:56.310294,2023-10-20 16:57:03.902725,2678,5.31 hours,Indonesië,Herziening vereist,6.82 kg CO2/kg,0.76%,Hoog,2023-10-20 15:25:32.449403,7,3.0,2024-04-29,2.17%,292.0 kWh
39,Voldoet niet,2022-07-26 15:16:54.112195,0.88 kg,Medium-Donker,4.37 uur,Grinder 2,Geen,5737,2022-07-26 12:57:36.352225,5321,19 dagen,Robusta,2020-01-06,85.87%,200 units,5781,49,2022-07-26 12:37:02,Filling Machine 5,Packager 2,-999999,2022-07-26 13:20:10.136849,2022-07-26 14:27:29.452937,8884,4.37 hours,Democratische Republiek Congo,Goedgekeurd,2.63 kg CO2/kg,0.98%,Matig,2022-07-26 13:32:10.895806,4,6.0,2020-12-23,1.58%,256.0 kWh
56,Voldoet niet,2020-01-16 06:49:51.601316,1.00 kg,Medium,3.33 uur,Grinder 1,Geen,6931,2020-01-16 05:00:08.086874,86,18 dagen,Liberica,2023-03-20,80.17%,500 units,682,33,2020-01-16 04:37:39,Filling Machine 4,Packager 3,466.51 euros,2020-01-16 05:15:07.841417,2020-01-16 06:12:03.861678,5809,3.33 hours,Venezuela,Goedgekeurd,4.26 kg CO2/kg,0.93%,Matig,2020-01-16 05:26:03.036737,6,5.0,2023-11-04,1.04%,393.0 kWh
59,Voldoet,2021-06-11 01:27:18.142115,1.16 kg,Medium-Donker,3.01 uur,Grinder 1,Geen,9863,2021-06-10 23:03:40.216759,2944,10 dagen,Arabica,2023-04-25,75.15%,300 units,1114,69,2021-06-10 22:32:45,Filling Machine 1,Packager 4,,2021-06-10 23:13:51.793042,2021-06-11 01:00:58.490321,9853,3.01 hours,Dominicaanse Republiek,Herziening vereist,4.29 kg CO2/kg,0.90%,Hoog,0000-00-00 00:00:00,5,2.0,2023-10-05,1.70%,347.0 kWh
60,Voldoet,31-02-2025 25:61:61,1.03 kg,Medium,3.52 uur,Grinder 3,Geen,3290,2023-04-14 03:19:46.672209,6779,17 dagen,Arabica,2021-09-01,79.86%,200 units,4621,37,2023-04-14 03:03:33,Filling Machine 4,Packager 4,476.13 euros,31-02-2025 25:61:61,2023-04-14 05:25:17.292249,7798,3.52 hours,Angola,Herziening vereist,4.86 kg CO2/kg,0.86%,Kritiek,2023-04-14 04:30:34.542545,onbekend,5.0,2022-04-03,1.99%,272.0 kWh
42,Voldoet,2022-03-04 21:32:14.207087,0.90 kg,Medium,4.35 uur,Grinder 5,Geen,1893,2022-03-04 19:35:17.996419,4518,10 dagen,Arabica,2023-04-09,84.20%,100 units,1484,51,onbekend,Filling Machine 4,Packager 2,517.38 euros,2022-03-04 19:48:41.977043,2022-03-04 21:00:18.358333,1589,4.35 hours,Myanmar,Goedgekeurd,1.55 kg CO2/kg,2.00%,Matig,2022-03-04 19:56:22.596946,3,,2024-03-19,3.67%,198.0 kWh
86,Voldoet,2021-12-18 06:48:13.340365,1.04 kg,Medium,3.87 uur,Grinder 3,Geen,1441,2021-12-18 05:06:32.304832,4062,14 dagen,Robusta,2022-12-02,84.90%,500 units,3292,60,2021-12-18 04:41:35,Filling Machine 2,Packager 1,493.59 euros,2021-12-18 05:30:58.502967,2021-12-18 06:03:30.248364,1876,-2 hours,Costa Rica,Goedgekeurd,7.90 kg CO2/kg,1.20%,Hoog,2021-12-18 05:40:00.949441,1,8.0,2023-06-03,1.22%,306.0 kWh
38,Voldoet,2020-01-16 12:38:09.235489,1.01 kg,Medium,4.44 uur,Grinder 5,Geen,1762,2020-01-16 10:18:40.833347,89,26 dagen,Arabica,2023-09-27,64.98%,100 units,8940,52,2020-01-16 10:00:25,Filling Machine 2,Packager 2,522.04 euros,2020-01-16 10:37:18.314015,2020-01-16 12:10:29.656862,147,4.44 hours,Malawi,Goedgekeurd,2.04 kg CO2/kg,0.58%,Laag,2020-01-16 10:57:34.606763,2,5.0,2024-06-29,2.20%,233.0 kWh
87,Voldoet,2020-01-22 10:39:42.662092,1.09 kg,Medium,4.04 uur,Grinder 3,Geen,8217,2020-01-22 08:11:23.911642,119,22 dagen,Liberica,2020-10-26,72.37%,400 units,6090,56,2020-01-22 07:43:53,Filling Machine 2,Packager 3,501.79 euros,2020-01-22 09:02:48.980908,2020-01-22 10:19:19.616552,7560,4.04 hours,Kenia,Herziening vereist,5.30 kg CO2/kg,2.00%,Matig,2020-01-22 09:11:58.698465,6,4.0,2021-03-15,2.85%,312.0 kWh
47,Voldoet,2022-02-16 03:30:05.323576,1.33 kg,Medium-Donker,4.27 uur,Grinder 3,Herziening vereist,7048,2022-02-16 00:12:00.401186,4411,16 dagen,Arabica,2021-11-15,83.23%,100 units,6915,76,2022-02-15 23:54:55,Filling Machine 5,Packager 4,513.48 euros,2022-02-16 01:01:39.809431,2022-02-16 02:45:21.566238,5607,4.27 hours,Nicaragua,Goedgekeurd,7.83 kg CO2/kg,1.40%,Hoog,2022-02-16 01:21:03.410565,5,4.0,2022-08-29,1.29%,223.0 kWh
58,Voldoet,2020-12-29 09:43:50.139843,0.92 kg,Licht,5.30 uur,Grinder 5,Geen,2767,2020-12-29 07:05:32.038586,2016,14 dagen,Arabica,2020-11-25,55.14%,200 units,5361,55,2020-12-29 06:46:04,Filling Machine 2,Packager 2,564.97 euros,2020-12-29 07:41:50.638002,2020-12-29 08:57:14.798098,4127,5.30 hours,Venezuela,Afgekeurd,,1.15%,Matig,2020-12-29 07:48:27.553690,4,3.0,2021-04-10,0.17%,207.0 kWh
13,Voldoet,2021-07-13 21:25:40.605584,0.72 kg,Medium,4.10 uur,Grinder 2,Geen,1144,2021-07-13 19:03:41.540222,3155,11 dagen,Arabica,2023-10-26,61.19%,400 units,2788,40,2021-07-13 18:33:35,Filling Machine 4,Packager 1,504.92 euros,2021-07-13 19:44:42.380620,2021-07-13 21:07:36.084258,6692,4.10 hours,Zambia,Goedgekeurd,8.97 kg CO2/kg,2.00%,Laag,2021-07-13 19:57:56.230966,5,8.0,2024-09-20,1.86%,184.0 kWh
76,Voldoet,2021-07-06 00:52:47.099272,1.01 kg,Medium,9999 hours,Grinder 5,Geen,5364,2021-07-05 22:17:05.175126,3114,15 dagen,Robusta,2020-06-26,70.92%,400 units,8457,35,2021-07-05 21:55:21,Filling Machine 2,Packager 4,516.65 euros,2021-07-05 22:54:33.295576,2021-07-06 00:34:10.701219,5629,4.33 hours,Honduras,Herziening vereist,4.45 kg CO2/kg,1.38%,Matig,2021-07-05 23:16:09.286898,6,3.0,2021-05-04,1.47%,304.0 kWh
43,Voldoet,2021-09-14 18:51:49.307593,0.82 kg,Licht,4.56 uur,Grinder 5,Geen,4527,2021-09-14 16:48:26.059125,3504,18 dagen,Arabica,2020-11-28,78.89%,500 units,2813,56,2021-09-14 16:26:55,Filling Machine 1,Packager 4,527.91 euros,2021-09-14 17:10:26.924686,2021-09-14 18:17:55.916638,9588,4.56 hours,Laos,Herziening vereist,5.52 kg CO2/kg,1.09%,Matig,2021-09-14 17:22:35.870184,4,1.0,2021-05-07,2.49%,???
67,Voldoet,2021-11-12 22:28:09.960121,1.24 kg,Medium,4.34 uur,Grinder 1,Geen,9487,2021-11-12 19:57:13.786195,9999,9 dagen,Excelsa,2021-08-15,81.01%,100 units,1702,31,onbekend,Filling Machine 1,Packager 4,517.14 euros,2021-11-12 20:31:20.585619,2021-11-12 22:01:31.452838,6279,4.34 hours,Filipijnen,Goedgekeurd,5.08 kg CO2/kg,1.06%,Hoog,2021-11-12 20:42:27.386829,6,1.0,2022-07-11,0.77%,???
44,Voldoet,2023-09-09 01:23:40.434745,1.25 kg,Medium,4.47 uur,Grinder 4,Geen,6194,2023-09-08 22:37:12.261292,7577,12 dagen,Arabica,2022-12-21,83.50%,200 units,6560,46,2023-09-08 22:24:11,Filling Machine 5,Packager 3,523.63 euros,2023-09-08 23:21:32.276053,2023-09-09 00:56:05.905736,906,4.47 hours,Jamaica,Herziening vereist,3.89 kg CO2/kg,1.95%,Zeer Hoog,2023-09-08 23:33:55.843956,4,6.0,2023-04-21,0.74%,183.0 kWh
50,Voldoet gedeeltelijk,2022-02-13 03:46:43.582376,1.02 kg,Medium,3.74 uur,Grinder 5,Uitstekende kwaliteit,8321,2022-02-13 01:41:07.361071,4389,21 dagen,Arabica,2022-09-23,85.21%,300 units,3669,33,2022-02-13 01:27:22,Filling Machine 2,Packager 3,486.81 euros,2022-02-13 02:20:14.843098,2022-02-13 03:17:41.948092,7036,3.74 hours,Laos,Afgekeurd,2.53 kg CO2/kg,1.09%,Hoog,2022-02-13 02:35:52.009103,7,4.0,2022-12-29,3.11%,286.0 kWh
39,Voldoet,2022-08-19 01:19:58.416983,0.77 kg,Licht,2.71 uur,Grinder 3,Geen,2663,2022-08-18 22:17:59.190497,5462,17 dagen,Robusta,2023-09-11,96.76%,500 units,9746,61,2022-08-18 22:11:15,Filling Machine 1,Packager 5,NaN,2022-08-18 23:00:03.823101,2022-08-19 00:38:48.838029,9225,2.71 hours,Vietnam,Herziening vereist,1.76 kg CO2/kg,1.66%,Hoog,2022-08-18 23:13:13.685863,9,2.0,2024-01-13,3.26%,-100 kWh
41,Voldoet,2022-10-12 00:19:53.062227,0.86 kg,Medium,4.54 uur,Grinder 3,Geen,9327,2022-10-11 22:15:13.426623,5761,14 dagen,Robusta,2023-07-02,67.39%,100 units,8960,56,2022-10-11 22:04:02,Filling Machine 5,Packager 3,526.78 euros,2022-10-11 22:42:30.920501,2022-10-11 23:40:34.828418,6956,4.54 hours,Nicaragua,Goedgekeurd,7.88 kg CO2/kg,0.40%,Matig,2022-10-11 22:56:35.576844,6,8.0,,3.20%,303.0 kWh
6,Voldoet,2023-08-20 21:59:21.757791,1.12 kg,Medium-Donker,3.42 uur,Grinder 5,Geen,9122,2023-08-20 19:55:05.784451,7469,18 dagen,Robusta,2020-05-25,68.10%,500 units,3867,46,2023-08-20 19:28:42,Filling Machine 3,Packager 3,471.02 euros,2023-08-20 20:18:06.531748,2023-08-20 21:36:26.841794,2303,3.42 hours,Haïti,Afgekeurd,7.89 kg CO2/kg,0.62%,Matig,2023-08-20 20:30:27.656004,5,3.0,,2.10%,280.0 kWh
63,Voldoet,2022-08-06 01:27:19.008764,0.67 kg,Medium-Donker,4.88 uur,Grinder 1,Geen,2741,2022-08-06 00:22:19.511306,5375,25 dagen,Robusta,2021-10-05,72.57%,500 units,4453,60,2022-08-05 23:56:37,Filling Machine 4,Packager 2,-999999,2022-08-06 00:46:11.416362,2022-08-06 01:21:44.695023,7667,4.88 hours,Angola,Goedgekeurd,4.38 kg CO2/kg,0.50%,Laag,31-02-2025 25:61:61,7,5.0,2022-08-10,1.72%,???
100,Voldoet,2021-11-28 21:02:14.253024,1.13 kg,Licht,4.39 uur,Grinder 1,Geen,7839,2021-11-28 19:18:48.645120,3936,12 dagen,Robusta,2023-11-05,65.53%,100 units,1130,38,2021-11-28 19:05:23,Filling Machine 5,Packager 1,519.62 euros,2021-11-28 20:01:27.218618,2021-11-28 20:35:39.145441,5324,4.39 hours,Tanzania,Herziening vereist,8.95 kg CO2/kg,1.51%,Laag,2021-11-28 20:17:36.068677,3,6.0,2024-04-08,3.16%,513.0 kWh
65,Voldoet,2021-10-19 06:10:55.846134,0.92 kg,Medium,abc uur,Grinder 4,Geen,6807,2021-10-19 04:05:48.174214,3715,15 dagen,Arabica,2022-03-12,87.34%,400 units,8245,79,2021-10-19 03:51:29,Filling Machine 2,Packager 4,507.22 euros,2021-10-19 04:24:20.732478,2021-10-19 05:52:41.618035,3840,4.14 hours,Papoea-Nieuw-Guinea,Afgekeurd,7.30 kg CO2/kg,0.62%,Matig,2021-10-19 04:36:19.455085,6,4.0,2022-07-22,2.51%,277.0 kWh
36,Voldoet,2020-05-21 00:38:38.616463,1.19 kg,Medium-Donker,3.69 uur,Grinder 3,Geen,7573,0000-00-00 00:00:00,756,17 dagen,Robusta,2022-09-06,75.53%,300 units,9810,50,2020-05-20 22:19:39,Filling Machine 5,Packager 1,ERROR,2020-05-20 23:16:20.403972,2020-05-21 00:16:16.174978,7568,3.69 hours,Costa Rica,Afgekeurd,7.05 kg CO2/kg,1.07%,Matig,2020-05-20 23:40:52.277117,5,5.0,2023-02-23,2.69%,209.0 kWh
9,Voldoet,2020-12-04 14:53:06.040671,0.85 kg,Medium,2.62 uur,Grinder 1,Geen,7735,2020-12-04 12:56:35.289865,9999,11 dagen,Excelsa,,72.57%,300 units,7147,46,2020-12-04 12:39:29,Filling Machine 5,Packager 3,430.95 euros,2020-12-04 13:40:16.027085,2020-12-04 14:25:37.358482,2701,2.62 hours,India,Herziening vereist,3.30 kg CO2/kg,0.90%,Zeer Hoog,2020-12-04 13:52:16.340807,2,8.0,2022-09-05,0.23%,315.0 kWh
52,Voldoet gedeeltelijk,31-02-2025 25:61:61,1.20 kg,Medium,???,Grinder 2,Uitstekende kwaliteit,7841,2020-08-11 22:47:32.011661,1206,6 dagen,Arabica,2023-11-25,61.50%,400 units,7502,85,2020-08-11 22:16:19,Filling Machine 1,Packager 2,500.00 euros,2020-08-11 23:17:05.689179,2020-08-12 00:44:25.641304,3607,4.00 hours,Peru,Goedgekeurd,6.24 kg CO2/kg,0.42%,Laag,2020-08-11 23:39:04.884414,2,5.0,2024-07-28,3.55%,285.0 kWh
